<nGateways>,<nEndDevices>,<totalTime>,<drCalcMethod>,<drCalcMethodMisc>,<seed>,<usDataPeriod>,<nodeId>,<tranmissionsDeliveredForNode>,<tranmissionsSentForNode>,<PDRForNode>
1,1000,301,0,0.01,31088,300,667,1,1,1.0
1,1000,301,0,0.01,31088,300,668,1,1,1.0
1,1000,301,0,0.01,31088,300,669,1,1,1.0
1,1000,301,0,0.01,31088,300,670,1,1,1.0
1,1000,301,0,0.01,31088,300,671,1,1,1.0
1,1000,301,0,0.01,31088,300,672,1,1,1.0
1,1000,301,0,0.01,31088,300,673,1,1,1.0
1,1000,301,0,0.01,31088,300,674,1,1,1.0
1,1000,301,0,0.01,31088,300,675,0,1,0.0
1,1000,301,0,0.01,31088,300,676,1,1,1.0
1,1000,301,0,0.01,31088,300,677,1,1,1.0
1,1000,301,0,0.01,31088,300,678,1,1,1.0
1,1000,301,0,0.01,31088,300,679,1,1,1.0
1,1000,301,0,0.01,31088,300,680,1,1,1.0
1,1000,301,0,0.01,31088,300,681,1,1,1.0
1,1000,301,0,0.01,31088,300,682,0,1,0.0
1,1000,301,0,0.01,31088,300,683,1,1,1.0
1,1000,301,0,0.01,31088,300,684,1,1,1.0
1,1000,301,0,0.01,31088,300,685,0,1,0.0
1,1000,301,0,0.01,31088,300,686,1,1,1.0
1,1000,301,0,0.01,31088,300,687,0,1,0.0
1,1000,301,0,0.01,31088,300,688,1,1,1.0
1,1000,301,0,0.01,31088,300,689,1,1,1.0
1,1000,301,0,0.01,31088,300,690,1,1,1.0
1,1000,301,0,0.01,31088,300,691,1,1,1.0
1,1000,301,0,0.01,31088,300,692,1,1,1.0
1,1000,301,0,0.01,31088,300,693,1,1,1.0
1,1000,301,0,0.01,31088,300,694,0,1,0.0
1,1000,301,0,0.01,31088,300,695,1,1,1.0
1,1000,301,0,0.01,31088,300,696,1,1,1.0
1,1000,301,0,0.01,31088,300,697,1,1,1.0
1,1000,301,0,0.01,31088,300,698,1,1,1.0
1,1000,301,0,0.01,31088,300,699,1,1,1.0
1,1000,301,0,0.01,31088,300,700,1,1,1.0
1,1000,301,0,0.01,31088,300,701,1,1,1.0
1,1000,301,0,0.01,31088,300,702,0,1,0.0
1,1000,301,0,0.01,31088,300,703,1,1,1.0
1,1000,301,0,0.01,31088,300,704,1,1,1.0
1,1000,301,0,0.01,31088,300,705,1,1,1.0
1,1000,301,0,0.01,31088,300,706,1,1,1.0
1,1000,301,0,0.01,31088,300,707,1,1,1.0
1,1000,301,0,0.01,31088,300,708,1,1,1.0
1,1000,301,0,0.01,31088,300,709,1,1,1.0
1,1000,301,0,0.01,31088,300,710,1,1,1.0
1,1000,301,0,0.01,31088,300,711,1,1,1.0
1,1000,301,0,0.01,31088,300,712,0,1,0.0
1,1000,301,0,0.01,31088,300,713,1,1,1.0
1,1000,301,0,0.01,31088,300,714,1,1,1.0
1,1000,301,0,0.01,31088,300,715,1,1,1.0
1,1000,301,0,0.01,31088,300,716,1,1,1.0
1,1000,301,0,0.01,31088,300,717,1,1,1.0
1,1000,301,0,0.01,31088,300,718,1,1,1.0
1,1000,301,0,0.01,31088,300,719,1,1,1.0
1,1000,301,0,0.01,31088,300,720,1,1,1.0
1,1000,301,0,0.01,31088,300,721,1,1,1.0
1,1000,301,0,0.01,31088,300,722,1,1,1.0
1,1000,301,0,0.01,31088,300,723,1,1,1.0
1,1000,301,0,0.01,31088,300,724,1,1,1.0
1,1000,301,0,0.01,31088,300,725,1,1,1.0
1,1000,301,0,0.01,31088,300,726,1,1,1.0
1,1000,301,0,0.01,31088,300,727,1,1,1.0
1,1000,301,0,0.01,31088,300,728,0,1,0.0
1,1000,301,0,0.01,31088,300,729,1,1,1.0
1,1000,301,0,0.01,31088,300,730,1,1,1.0
1,1000,301,0,0.01,31088,300,731,1,1,1.0
1,1000,301,0,0.01,31088,300,732,1,1,1.0
1,1000,301,0,0.01,31088,300,733,1,1,1.0
1,1000,301,0,0.01,31088,300,734,1,1,1.0
1,1000,301,0,0.01,31088,300,735,1,1,1.0
1,1000,301,0,0.01,31088,300,736,1,1,1.0
1,1000,301,0,0.01,31088,300,737,0,1,0.0
1,1000,301,0,0.01,31088,300,738,1,1,1.0
1,1000,301,0,0.01,31088,300,739,1,1,1.0
1,1000,301,0,0.01,31088,300,740,1,1,1.0
1,1000,301,0,0.01,31088,300,741,1,1,1.0
1,1000,301,0,0.01,31088,300,742,1,1,1.0
1,1000,301,0,0.01,31088,300,743,1,1,1.0
1,1000,301,0,0.01,31088,300,744,1,1,1.0
1,1000,301,0,0.01,31088,300,745,1,1,1.0
1,1000,301,0,0.01,31088,300,746,1,1,1.0
1,1000,301,0,0.01,31088,300,747,1,1,1.0
1,1000,301,0,0.01,31088,300,748,1,1,1.0
1,1000,301,0,0.01,31088,300,749,1,1,1.0
1,1000,301,0,0.01,31088,300,750,1,1,1.0
1,1000,301,0,0.01,31088,300,751,1,1,1.0
1,1000,301,0,0.01,31088,300,752,1,1,1.0
1,1000,301,0,0.01,31088,300,753,1,1,1.0
1,1000,301,0,0.01,31088,300,754,0,1,0.0
1,1000,301,0,0.01,31088,300,755,1,1,1.0
1,1000,301,0,0.01,31088,300,756,0,1,0.0
1,1000,301,0,0.01,31088,300,757,1,1,1.0
1,1000,301,0,0.01,31088,300,758,1,1,1.0
1,1000,301,0,0.01,31088,300,759,0,1,0.0
1,1000,301,0,0.01,31088,300,760,1,1,1.0
1,1000,301,0,0.01,31088,300,761,1,1,1.0
1,1000,301,0,0.01,31088,300,762,1,1,1.0
1,1000,301,0,0.01,31088,300,763,1,1,1.0
1,1000,301,0,0.01,31088,300,764,1,1,1.0
1,1000,301,0,0.01,31088,300,765,1,1,1.0
1,1000,301,0,0.01,31088,300,766,1,1,1.0
1,1000,301,0,0.01,31088,300,767,1,1,1.0
1,1000,301,0,0.01,31088,300,768,1,1,1.0
1,1000,301,0,0.01,31088,300,769,1,1,1.0
1,1000,301,0,0.01,31088,300,770,1,1,1.0
1,1000,301,0,0.01,31088,300,771,1,1,1.0
1,1000,301,0,0.01,31088,300,772,0,1,0.0
1,1000,301,0,0.01,31088,300,773,1,1,1.0
1,1000,301,0,0.01,31088,300,774,1,1,1.0
1,1000,301,0,0.01,31088,300,775,1,1,1.0
1,1000,301,0,0.01,31088,300,776,1,1,1.0
1,1000,301,0,0.01,31088,300,777,1,1,1.0
1,1000,301,0,0.01,31088,300,778,1,1,1.0
1,1000,301,0,0.01,31088,300,779,1,1,1.0
1,1000,301,0,0.01,31088,300,780,1,1,1.0
1,1000,301,0,0.01,31088,300,781,1,1,1.0
1,1000,301,0,0.01,31088,300,782,1,1,1.0
1,1000,301,0,0.01,31088,300,783,1,1,1.0
1,1000,301,0,0.01,31088,300,784,1,1,1.0
1,1000,301,0,0.01,31088,300,785,1,1,1.0
1,1000,301,0,0.01,31088,300,786,1,1,1.0
1,1000,301,0,0.01,31088,300,787,1,1,1.0
1,1000,301,0,0.01,31088,300,788,1,1,1.0
1,1000,301,0,0.01,31088,300,789,1,1,1.0
1,1000,301,0,0.01,31088,300,790,1,1,1.0
1,1000,301,0,0.01,31088,300,791,1,1,1.0
1,1000,301,0,0.01,31088,300,792,1,1,1.0
1,1000,301,0,0.01,31088,300,793,1,1,1.0
1,1000,301,0,0.01,31088,300,794,1,1,1.0
1,1000,301,0,0.01,31088,300,795,1,1,1.0
1,1000,301,0,0.01,31088,300,796,0,1,0.0
1,1000,301,0,0.01,31088,300,797,1,1,1.0
1,1000,301,0,0.01,31088,300,798,1,1,1.0
1,1000,301,0,0.01,31088,300,799,1,1,1.0
1,1000,301,0,0.01,31088,300,800,1,1,1.0
1,1000,301,0,0.01,31088,300,801,1,1,1.0
1,1000,301,0,0.01,31088,300,802,1,1,1.0
1,1000,301,0,0.01,31088,300,803,1,1,1.0
1,1000,301,0,0.01,31088,300,804,0,1,0.0
1,1000,301,0,0.01,31088,300,805,1,1,1.0
1,1000,301,0,0.01,31088,300,806,0,1,0.0
1,1000,301,0,0.01,31088,300,807,1,1,1.0
1,1000,301,0,0.01,31088,300,808,1,1,1.0
1,1000,301,0,0.01,31088,300,809,1,1,1.0
1,1000,301,0,0.01,31088,300,810,1,1,1.0
1,1000,301,0,0.01,31088,300,811,1,1,1.0
1,1000,301,0,0.01,31088,300,812,1,1,1.0
1,1000,301,0,0.01,31088,300,813,1,1,1.0
1,1000,301,0,0.01,31088,300,814,1,1,1.0
1,1000,301,0,0.01,31088,300,815,1,1,1.0
1,1000,301,0,0.01,31088,300,816,1,1,1.0
1,1000,301,0,0.01,31088,300,817,1,1,1.0
1,1000,301,0,0.01,31088,300,818,1,1,1.0
1,1000,301,0,0.01,31088,300,819,1,1,1.0
1,1000,301,0,0.01,31088,300,820,1,1,1.0
1,1000,301,0,0.01,31088,300,821,1,1,1.0
1,1000,301,0,0.01,31088,300,822,1,1,1.0
1,1000,301,0,0.01,31088,300,823,1,1,1.0
1,1000,301,0,0.01,31088,300,824,1,1,1.0
1,1000,301,0,0.01,31088,300,825,1,1,1.0
1,1000,301,0,0.01,31088,300,826,1,1,1.0
1,1000,301,0,0.01,31088,300,827,0,1,0.0
1,1000,301,0,0.01,31088,300,828,0,1,0.0
1,1000,301,0,0.01,31088,300,829,1,1,1.0
1,1000,301,0,0.01,31088,300,830,0,1,0.0
1,1000,301,0,0.01,31088,300,831,1,1,1.0
1,1000,301,0,0.01,31088,300,832,1,1,1.0
1,1000,301,0,0.01,31088,300,833,1,1,1.0
1,1000,301,0,0.01,31088,300,834,1,1,1.0
1,1000,301,0,0.01,31088,300,835,1,1,1.0
1,1000,301,0,0.01,31088,300,836,1,1,1.0
1,1000,301,0,0.01,31088,300,837,1,1,1.0
1,1000,301,0,0.01,31088,300,838,1,1,1.0
1,1000,301,0,0.01,31088,300,839,0,1,0.0
1,1000,301,0,0.01,31088,300,840,1,1,1.0
1,1000,301,0,0.01,31088,300,841,0,1,0.0
1,1000,301,0,0.01,31088,300,842,1,1,1.0
1,1000,301,0,0.01,31088,300,843,0,1,0.0
1,1000,301,0,0.01,31088,300,844,0,1,0.0
1,1000,301,0,0.01,31088,300,845,1,1,1.0
1,1000,301,0,0.01,31088,300,846,1,1,1.0
1,1000,301,0,0.01,31088,300,847,0,1,0.0
1,1000,301,0,0.01,31088,300,848,1,1,1.0
1,1000,301,0,0.01,31088,300,849,1,1,1.0
1,1000,301,0,0.01,31088,300,850,1,1,1.0
1,1000,301,0,0.01,31088,300,851,1,1,1.0
1,1000,301,0,0.01,31088,300,852,1,1,1.0
1,1000,301,0,0.01,31088,300,853,1,1,1.0
1,1000,301,0,0.01,31088,300,854,1,1,1.0
1,1000,301,0,0.01,31088,300,855,1,1,1.0
1,1000,301,0,0.01,31088,300,856,1,1,1.0
1,1000,301,0,0.01,31088,300,857,1,1,1.0
1,1000,301,0,0.01,31088,300,858,1,1,1.0
1,1000,301,0,0.01,31088,300,859,1,1,1.0
1,1000,301,0,0.01,31088,300,860,0,1,0.0
1,1000,301,0,0.01,31088,300,861,1,1,1.0
1,1000,301,0,0.01,31088,300,862,1,1,1.0
1,1000,301,0,0.01,31088,300,863,1,1,1.0
1,1000,301,0,0.01,31088,300,864,1,1,1.0
1,1000,301,0,0.01,31088,300,865,1,1,1.0
1,1000,301,0,0.01,31088,300,866,1,1,1.0
1,1000,301,0,0.01,31088,300,867,0,1,0.0
1,1000,301,0,0.01,31088,300,868,1,1,1.0
1,1000,301,0,0.01,31088,300,869,1,1,1.0
1,1000,301,0,0.01,31088,300,870,1,1,1.0
1,1000,301,0,0.01,31088,300,871,1,1,1.0
1,1000,301,0,0.01,31088,300,872,1,1,1.0
1,1000,301,0,0.01,31088,300,873,1,1,1.0
1,1000,301,0,0.01,31088,300,874,1,1,1.0
1,1000,301,0,0.01,31088,300,875,0,1,0.0
1,1000,301,0,0.01,31088,300,876,1,1,1.0
1,1000,301,0,0.01,31088,300,877,1,1,1.0
1,1000,301,0,0.01,31088,300,878,1,1,1.0
1,1000,301,0,0.01,31088,300,879,1,1,1.0
1,1000,301,0,0.01,31088,300,880,1,1,1.0
1,1000,301,0,0.01,31088,300,881,0,1,0.0
1,1000,301,0,0.01,31088,300,882,1,1,1.0
1,1000,301,0,0.01,31088,300,883,1,1,1.0
1,1000,301,0,0.01,31088,300,884,1,1,1.0
1,1000,301,0,0.01,31088,300,885,1,1,1.0
1,1000,301,0,0.01,31088,300,886,1,1,1.0
1,1000,301,0,0.01,31088,300,887,1,1,1.0
1,1000,301,0,0.01,31088,300,888,1,1,1.0
1,1000,301,0,0.01,31088,300,889,1,1,1.0
1,1000,301,0,0.01,31088,300,890,1,1,1.0
1,1000,301,0,0.01,31088,300,891,1,1,1.0
1,1000,301,0,0.01,31088,300,892,1,1,1.0
1,1000,301,0,0.01,31088,300,893,1,1,1.0
1,1000,301,0,0.01,31088,300,894,1,1,1.0
1,1000,301,0,0.01,31088,300,895,1,1,1.0
1,1000,301,0,0.01,31088,300,896,1,1,1.0
1,1000,301,0,0.01,31088,300,897,0,1,0.0
1,1000,301,0,0.01,31088,300,898,1,1,1.0
1,1000,301,0,0.01,31088,300,899,1,1,1.0
1,1000,301,0,0.01,31088,300,900,0,1,0.0
1,1000,301,0,0.01,31088,300,901,1,1,1.0
1,1000,301,0,0.01,31088,300,902,1,1,1.0
1,1000,301,0,0.01,31088,300,903,1,1,1.0
1,1000,301,0,0.01,31088,300,904,0,1,0.0
1,1000,301,0,0.01,31088,300,905,1,1,1.0
1,1000,301,0,0.01,31088,300,906,1,1,1.0
1,1000,301,0,0.01,31088,300,907,1,1,1.0
1,1000,301,0,0.01,31088,300,908,1,1,1.0
1,1000,301,0,0.01,31088,300,909,1,1,1.0
1,1000,301,0,0.01,31088,300,910,1,1,1.0
1,1000,301,0,0.01,31088,300,911,1,1,1.0
1,1000,301,0,0.01,31088,300,912,1,1,1.0
1,1000,301,0,0.01,31088,300,913,1,1,1.0
1,1000,301,0,0.01,31088,300,914,1,1,1.0
1,1000,301,0,0.01,31088,300,915,1,1,1.0
1,1000,301,0,0.01,31088,300,916,1,1,1.0
1,1000,301,0,0.01,31088,300,917,0,1,0.0
1,1000,301,0,0.01,31088,300,918,0,1,0.0
1,1000,301,0,0.01,31088,300,919,1,1,1.0
1,1000,301,0,0.01,31088,300,920,1,1,1.0
1,1000,301,0,0.01,31088,300,921,0,1,0.0
1,1000,301,0,0.01,31088,300,922,1,1,1.0
1,1000,301,0,0.01,31088,300,923,1,1,1.0
1,1000,301,0,0.01,31088,300,924,0,1,0.0
1,1000,301,0,0.01,31088,300,925,1,1,1.0
1,1000,301,0,0.01,31088,300,926,1,1,1.0
1,1000,301,0,0.01,31088,300,927,1,1,1.0
1,1000,301,0,0.01,31088,300,928,1,1,1.0
1,1000,301,0,0.01,31088,300,929,1,1,1.0
1,1000,301,0,0.01,31088,300,930,1,1,1.0
1,1000,301,0,0.01,31088,300,931,1,1,1.0
1,1000,301,0,0.01,31088,300,932,1,1,1.0
1,1000,301,0,0.01,31088,300,933,1,1,1.0
1,1000,301,0,0.01,31088,300,934,1,1,1.0
1,1000,301,0,0.01,31088,300,935,2,2,1.0
1,1000,301,0,0.01,31088,300,936,1,1,1.0
1,1000,301,0,0.01,31088,300,937,1,1,1.0
1,1000,301,0,0.01,31088,300,938,1,1,1.0
1,1000,301,0,0.01,31088,300,939,1,1,1.0
1,1000,301,0,0.01,31088,300,940,1,1,1.0
1,1000,301,0,0.01,31088,300,941,1,1,1.0
1,1000,301,0,0.01,31088,300,942,0,1,0.0
1,1000,301,0,0.01,31088,300,943,1,1,1.0
1,1000,301,0,0.01,31088,300,944,1,1,1.0
1,1000,301,0,0.01,31088,300,945,1,1,1.0
1,1000,301,0,0.01,31088,300,946,1,1,1.0
1,1000,301,0,0.01,31088,300,947,1,1,1.0
1,1000,301,0,0.01,31088,300,948,1,1,1.0
1,1000,301,0,0.01,31088,300,949,1,1,1.0
1,1000,301,0,0.01,31088,300,950,1,1,1.0
1,1000,301,0,0.01,31088,300,951,1,1,1.0
1,1000,301,0,0.01,31088,300,952,1,1,1.0
1,1000,301,0,0.01,31088,300,953,1,1,1.0
1,1000,301,0,0.01,31088,300,954,1,1,1.0
1,1000,301,0,0.01,31088,300,955,1,1,1.0
1,1000,301,0,0.01,31088,300,956,1,1,1.0
1,1000,301,0,0.01,31088,300,957,1,1,1.0
1,1000,301,0,0.01,31088,300,958,1,1,1.0
1,1000,301,0,0.01,31088,300,959,1,1,1.0
1,1000,301,0,0.01,31088,300,960,1,1,1.0
1,1000,301,0,0.01,31088,300,961,1,1,1.0
1,1000,301,0,0.01,31088,300,962,1,1,1.0
1,1000,301,0,0.01,31088,300,963,1,1,1.0
1,1000,301,0,0.01,31088,300,964,1,1,1.0
1,1000,301,0,0.01,31088,300,965,1,1,1.0
1,1000,301,0,0.01,31088,300,966,1,1,1.0
1,1000,301,0,0.01,31088,300,967,1,1,1.0
1,1000,301,0,0.01,31088,300,968,1,1,1.0
1,1000,301,0,0.01,31088,300,969,0,1,0.0
1,1000,301,0,0.01,31088,300,970,1,1,1.0
1,1000,301,0,0.01,31088,300,971,1,1,1.0
1,1000,301,0,0.01,31088,300,972,1,1,1.0
1,1000,301,0,0.01,31088,300,973,1,1,1.0
1,1000,301,0,0.01,31088,300,974,1,1,1.0
1,1000,301,0,0.01,31088,300,975,1,1,1.0
1,1000,301,0,0.01,31088,300,976,1,1,1.0
1,1000,301,0,0.01,31088,300,977,1,1,1.0
1,1000,301,0,0.01,31088,300,978,1,1,1.0
1,1000,301,0,0.01,31088,300,979,1,1,1.0
1,1000,301,0,0.01,31088,300,980,1,1,1.0
1,1000,301,0,0.01,31088,300,981,1,1,1.0
1,1000,301,0,0.01,31088,300,982,1,1,1.0
1,1000,301,0,0.01,31088,300,983,1,1,1.0
1,1000,301,0,0.01,31088,300,984,1,1,1.0
1,1000,301,0,0.01,31088,300,985,1,1,1.0
1,1000,301,0,0.01,31088,300,986,0,1,0.0
1,1000,301,0,0.01,31088,300,987,1,1,1.0
1,1000,301,0,0.01,31088,300,988,1,1,1.0
1,1000,301,0,0.01,31088,300,989,1,1,1.0
1,1000,301,0,0.01,31088,300,990,1,1,1.0
1,1000,301,0,0.01,31088,300,991,1,1,1.0
1,1000,301,0,0.01,31088,300,992,1,1,1.0
1,1000,301,0,0.01,31088,300,993,0,1,0.0
1,1000,301,0,0.01,31088,300,994,1,1,1.0
1,1000,301,0,0.01,31088,300,995,1,1,1.0
1,1000,301,0,0.01,31088,300,996,1,1,1.0
1,1000,301,0,0.01,31088,300,997,1,1,1.0
1,1000,301,0,0.01,31088,300,998,1,1,1.0
1,1000,301,0,0.01,31088,300,999,0,1,0.0
1,1000,301,0,0.01,31088,300,1000,1,1,1.0
